restaurant_name,review,,,,,,,,
Lounge 88 Rooftop,They changed the staff. And new staffs are really polite and punctual. They serve really quick.Good ambience. But the french fries were little oily. Just had beer and french fries so writing in short.,,,,,,,,
Lounge 88 Rooftop,"Food quality is not good , the service boy is rude and not mood of grow business, the area is like drunk",,,,,,,,
Lounge 88 Rooftop,"There service peoples are not good they are arguing and not provided good food , and arguing more they are like Gunda , please don't go there , go to native",,,,,,,,
Lounge 88 Rooftop,Good place to hangout in both Majhitar and Rangpo. Awesome after hour place with good food.,,,,,,,,
Lounge 88 Rooftop,Visited this awesome place in Majitar and it's an absolute winner! The vibes are on point - cool yet cozy. A perfect spot for a chill night out. Even the bar owners got in on the karaoke action! I would love to visit this place again on my next trip to sikkim,,,,,,,,
Lounge 88 Rooftop,Recommended dishes Crispy Chicken Strips,,,,,,,,
Lounge 88 Rooftop,"Had a very bad experience, We were charged for more drinks than we drank. When we told about it, the lady owner was rude. I suggest everyone to check your bills properly before you leave the place. I don�t recommend this place, the service was slow and the staffs are inexperience.",,,,,,,,
Lounge 88 Rooftop,"Nice set up. Place was cool, but have left some room for improvement. Service was quick unlike other restaurants. Smart and polite guys for their hospitality. Parking was a big problem. Yes, park it anywhere on the main Highway. That's what everyone does so why be an exception.",,,,,,,,
Lounge 88 Rooftop,"Alright so we went to this place on 8th of December and we are a lot of fun I would also recommend this place for karaoke Nights,birthday parties,etc the food was absolutely tasty no doubt the crispy chicken, the Mushroom Manchurian and the cheese pakora were both too good to exist on earth it felt like I was eating a dish that were specially brought down from the heavens for us to eat I would recommend this place for vegetarians and non vegetarians and there was also a inbuilt bar in it... oops I forgot to mention one thing the free Wi-Fi oh my God the Wi-Fi was fast and the connections for lots mother even though nearly 30 peoples mobiles are connected hi could receive up to 35 MS latency on COD mobile",,,,,,,,
Lounge 88 Rooftop,"Recommended dishes Crispy Chicken Strips, Cheese Pakora",,,,,,,,
Lounge 88 Rooftop,bience is good. Though couldn�t fine cheese in cheese pakora. Prices of items added to the bill that wasn�t even ordered.,,,,,,,,
